pre_exclusion_participant_id,participant_id,start_date,end_date,q_duration_in_sec,confidence_1,demanding_1,helpful_1,process_1 ,design_1 ,confidence_3,demanding_3,helpful_3,process_3 ,design_3 ,confidence_2,demanding_2,helpful_2,process_2 ,design_2 ,confidence_4,demanding_4,helpful_4,process_4 ,design_4 ,confidence_7,demanding_7,helpful_7,process_7 ,design_7 ,confidence_12,demanding_12,helpful_12,process_12 ,design_12 ,description,most_helpful,least_helpful,most_confusing,prgm_interface_both,prgm_interface_both_explanation,sus_frequent,sus_complex,sus_easy,sus_support,sus_integrated,sus_inconsistency,sus_quickly,sus_cumbersome,sus_confident,sus_learn,age,gender_mc,gender_text,education,cs_position,cs_class,cs_experience,ifttt_familiarity,owned_iot_mc,owned_iot_text,feedback,prolific_pid,interface,task_1_choice,task_1_time_ms,task_1_condition,task_1_correct,task_12_choice,task_12_time_ms,task_12_condition,task_12_correct,task_2_choice,task_2_time_ms,task_2_condition,task_2_correct,task_3_choice,task_3_time_ms,task_3_condition,task_3_correct,task_4_choice,task_4_time_ms,task_4_condition,task_4_correct,task_7_choice,task_7_time_ms,task_7_condition,task_7_correct,task_1_used_prgm_button,task_2_used_prgm_button,task_3_used_prgm_button,task_4_used_prgm_button,task_7_used_prgm_button,task_12_used_prgm_button,tut1,tut2,tut3
97,84,2020-08-17 18:52:54,2020-08-17 20:17:21,5067,3,5,3,I used the information that was given,it helped me a lot,4,6,2,I didn't find a problem with the program,easy to understand,1,6,2,I made sure everything seemed in order to me first,it's fine,6,4,3,I didn't notice the difference,it okay,3,2,2,I went over the instruction as best as I could,it was pretty concise,2,5,3,this one seemed pretty easy,it helped a lot,"first, I would locate the instructions on the right corner
then I would go over the  programming needs of the person after that
I compare the programs to find out which one meets the necessary requirements 
  ",the guide's in the right corner makes things a lot easier ,the questions for the quiz  ,the program information can get a bit crowded when viewing ,3,it was very convenient to use ,8,10,8,8,8,11,10,11,8,10,2,2,,2,2,1,2,2,2,,,5d6f332829c25100188a4a27,Property-Diff,[-1],49489,1,0,[],125031,1,0,[],96667,1,0,[1],87050,1,0,"[1, 2]",238233,1,0,[],277882,1,0,0,0,0,0,0,0,0,1,1
98,85,2020-08-17 18:48:36,2020-08-17 20:20:27,5510,1,3,2,"She just wanted the faucet turned off, which was an outcome in the modified plan.",Allows me to see the options and possibilities. ,2,5,1,"The conditions for recording specifies that it only occurs while she is asleep, both of the programs only shows conditions of recording while she is awake.",It aided me to reference back to the work.,1,3,4,"In all the scenarios there is always atleast one person home, so whether they choose to use the AC is up to them so either off or on is suitable.",Helps me check and reference the work.,2,2,2,She only wanted outcomes with 1 window open so I selected programs that had one window open.,It helped me reference back and check the work.,5,2,3,"The conditions were to prioritize fresh air over the roomba, so I chose outcomes that the roomba is off when the window is open",It aided me to reference what I needed to prioritize,6,1,3,All of the programs had atleast one scenario where everything was on.,Helped me review and look over instructions.,"Well I would look over at the left for the task instructions, and read it thoroughly, after that I would note the blue portion of the text, and then go over to the programs that satisfied those conditions, afterwords I would see which programs matched those outcomes and choose them.",The most helpful part is having a tool that tells you which programs match the outcome flowcharts you select.,The least helpful part is having to click on each sidebar for the programs.,"The flow charts were the most confusing to me, because I had trouble differentiating some of them.",3,I believe that I used a mixture for good balance.,7,8,10,8,7,9,11,7,10,7,1,2,,3,2,2,2,2,2,,,5deb3ffdf375c625fa83bac7,Questions,[1],62837,1,1,[],280177,1,0,"[1, 2]",68692,1,0,[-1],125652,1,1,"[1, 2]",147683,1,0,[14],238687,1,1,1,0,1,1,1,1,1,1,0
99,86,2020-08-17 20:10:34,2020-08-17 20:25:27,893,1,2,1,The info provided helps a bit,My thoughts of reasoning do,1,3,2,Comparison to Alice goal,A lot of brain works,2,1,2,A guess though,It requires a lot of brain work,2,1,2,It speaks majorly of Alice goal,The arrangements,3,2,1,Because it's more closer to Alice primary objective,Info provided,2,2,1,I find it more closer than the other programs,The physical structure,I make sure I keep on visiting the aim of the experiments,All part of the interface was helpful,None,None,1,Because it speaks more of the task,6,8,7,9,9,8,8,9,8,9,2,1,,6,2,2,2,2,2,,,5f1aac0154f4e01da33362bf,Text-Diff,[1],7600,1,1,[2],8006,1,0,[1],11806,1,1,[1],9712,1,0,[2],6155,1,1,[1],24028,1,0,0,0,0,0,1,0,1,1,0
100,87,2020-08-17 18:54:57,2020-08-17 20:26:00,5463,3,4,3,"I read the instructions and checked off the one scenario Alice wanted - faucet off when she wasn't in the bathroom. That part didn't involve too much thought, but then the question asked whether the modified program could do EVERYTHING the original program could do plus the new task. The interface told me it could do the new task, but didn't say anything about how it was identical to the original program otherwise. I chose yes assuming the only difference was that one new task... but I don't know. ",It helped because it told me that the modified program could do the new task i entered (though I don't know how else I would have figured that out),3,6,4,"I made sure that if either or both Alice was sleeping or the front door was unlocked, the camera was recording. There was only one option that was recording as the door was unlocked but Alice was awake. ",Same answer as before,6,5,4,"This one confused me. It said to let anyone in the house control the air conditioning, but the options I had were to allow the AC to be on or off... It wasn't clear to me if that was giving everyone control or whether the AC was just going to those specific settings. To me, saying the AC can be either on or off indicates that anyone in the house can turn it on or off at their discretion. So I said all situations were acceptable, if I recall, because there was never no one in the house (which meant the AC had to be off). ",Same answer as before,2,5,4,"I just went through each column and made sure there was at least one, but ONLY one, window open. As long as one window was open and the other two were closed, things were good. ",Same answer as before ,2,5,4,"I made sure that the smart TV was never off in the outcomes I selected. I also made sure that if the window was open at some point (which it seemed to be in every scenario), it would not close, and instead the Roomba would turn off. ",Same as my previous answer,2,6,3,"At first I was shocked to see there were 8 situations now, but it wasn't as daunting as I expected. The only thing that confused me is it said 8 up top, but the final situation on the page was Situation #7. Other than that, I just went through each column and made sure at least one device was off. If at least one was off, that worked for Alice. ","I guess I'm not really sure what to say for these because I don't have anything to compare this interface to... Is it this interface vs. not having any basis for testing these scenarios at all and having to come up with something in my head? Or could there be some other interface that is simpler than this one? Because this one isn't so easy to use - tons of text on the screen, some of which gets cut off; instructions may be able to stay on the screen but they're always blocking something","First, I'd open the task instructions and try to memorize the acceptable conditions in them. Then, I'd move them to the side/minimize them so I could read the situations on the screen. I'd go through each column individually and see if anything contradicted the acceptable conditions, or explicitly met them. If everything matched what was acceptable, I'd check off the box below that column. Once I was done with every column and situation, I looked at the bottom box to see which programs matched all the conditions I selected. ","It sorted through the different programs for me, so I didn't need to have my own knowledge about those/what they do. ","There was a ton of information on the page every time, so it always made the tasks seem more overwhelming/insurmountable than they actually were. ","The instructions could have been clearer in some cases (like that AC one, giving anyone control is not the same as what the conditions said, which forced me to make an educated guess). I don't know if that's the interface's problem, though, since ""Alice"" is the one who created the instructions",2,"I didn't even understand the point of the Programs button. It just listed the names of the programs as far as I could tell. Besides, during the tutorial, it told me that it would be easier not to use the Programs button. ",10,8,9,10,9,10,9,8,10,9,2,1,,6,2,1,2,2,3,,"I have no idea what the purpose was! Usually I can guess something from these studies, but this one seemed too long to be my guess (seeing if telling me in the tutorial not to use a certain button affected my use of the button) ",5d76d2f7daf4bf00164d585b,Questions,[1],118209,1,1,[1],226727,1,1,"[1, 2]",88875,1,0,[-1],66773,1,1,[2],194915,1,1,[14],134231,1,1,0,0,0,0,0,0,1,1,1
101,88,2020-08-17 20:07:07,2020-08-17 20:27:07,1199,3,1,1,i actually came to my final decision by making a thoughtful observation of the instruction/original program given and then making a thoughtful comparison with the following various programs,the interface is okay for this experiment/study.,3,1,1,i arrived at my final decision by making a thoughtful observation of the instruction/original program given and then making a thoughtful comparison with the following various programs,the interface is okay and well designed for this experiment as i don't have any trouble taking a task on it.,2,1,1,my final conclusion was made by making a thoughtful observation of the instruction/original program given and then making a thoughtful comparison with the following various programs,the design interface is very okay.,1,1,1,by thoughtful observation of the instruction/original program given and then making a thoughtful comparison with the following various programs,"the design interface is very okay and i find it interesting also, thank you.",1,1,1,i arrived at my final decision by making a thoughtful observation of the instruction/original program given and then making a thoughtful comparison with the following various programs.,the interface design is very up to standard and love the interface as well.,1,1,1,i arrived at my final decision by making a thoughtful observation of the instruction/original program given and then making a thoughtful comparison with the following various programs,the design interface is very cool to work with thank you.,"firstly, i would look to my top left corner of the design interface and the read through the original program provided and then make a thoughtful comparison with the various programs provided afterwards, then i would look down to my bottom screen and select any of the choices i see to be accurate with the task provided.
thank you.",all part of the interface was helpful.,none was observed to be least helpful as regards the interface.,majority of the interface where quite bulky but with time i came through by proper observation.,3,because it contains the original program and the various programs that are to be related with it.,6,10,6,7,8,9,9,9,9,10,2,1,,6,2,2,2,2,1,"amazon echo device,
smart watch
smart tv
laptop.",appreciation and it was indeed a wonderful experience with your study.,5f1a01469650fd0da4552841,Rules,[1],14302,1,1,[1],22700,1,1,[2],17107,1,0,[-1],22078,1,1,[],21945,1,0,[],11977,1,0,0,0,0,0,0,0,1,1,0
102,89,2020-08-17 18:51:41,2020-08-17 20:27:08,5727,6,2,3,I don't know. The modified program doesn't do exactly what the original one does because the new feature changes the faucet from turning off to turning on when Alice exits the bathroom. ,"I wish, instead of forking into the modified program, the interface (for the modified program part) would show the ""situation starts off with and this happens"" part too. It's confusing that Alices location and smart faucet are listed under ""alice exits the bathroom"". Does that mean that those are instances of ""and this happens"" or are they ""the situation starts off with"" instances? I don't even know how to write this down so it makes sense. Also, how can we write about this stuff if we can't even see what we were just looking at? It's all VERY confusing.",6,2,6,"First of all, the original program says nothing about doing anything with the camera when she is asleep, only when awake, so that's confusing. Second of all, It will always do something different if it's MODIFIED. I don't understand how that answer could be anything different.","Where was the asleep state? Why did the camera stop recording? I am so confused. Why with the original program does the camera record, stop recording and then record? Nothing happened. ",6,2,3,"Program one seemed to always turn the AC on if one of them was home. In one of the situations for program 2, the AC turns off when Alice is home. Therefore, I selected program 1.","Same as before. I feel like more information should be given, separating out what the original program does entirely from what the modified program does. ",6,2,3,"The first program seemed to open another window in the different situations, leaving more than one window open at the same time, instead of exactly one window. The second program seemed to always leave just one window open.",I find it confusing as to whether to include what the original program does in the situation where it kind of forks into the new situation. It's hard to explain. The flow chart is confusing. Ill try and figure out a better way to explain it on the next one.,6,2,6,"I don't understand what changing what program one does in a second situation has to do with how it's modified from what program one does. If it's modified, then, what does it matter what program one does at all. I therefore selected my answers based on whether or not the rumba was off if the window was open and the tv was on.",Twenty seven huh? ><,5,3,3,"Seemed in every situation, in both programs, at least one appliance was always off. I don''t know what else to say about that.",I liked that the changes to Off and On in the modified version were highlighted in red or green. ,Why are you asking for specifics when you don't even include any of the images for us to describe? Are we supposed to just pull from our memory the exact location and appearance of everything? I find this nearly impossible to do.,"I found the highlighting helpful (green and red). The task instruction button was the most helpful because it made it perfectly clear what we should be looking for in the flow chart, even if the flow chart itself was a hot mess for an ordinary brain to try and decipher. ","The flow chart itself was confusing. It was hard to know how much we should be paying attention to the original program when thinking about the modified program. Again, i would have felt more comfortable if I could see all of the elements for the modified version from start to finish, instead of just seeing it tacked on to the original programs information.","When I clicked on the green 'Programs' button, on the upper left side of the screen, it included so much extraneous information, that I felt confused by all of it, so I just heeded the instructions to not pay much attention to it. I guess, the confusing part is, why even include it at all?",2,I felt like it would be far to confusing to try and extrapolate the relevant information from the green programs button. I'm glad I didn't have to do so.,11,7,11,8,10,8,12,8,12,7,3,1,,3,2,1,2,2,2,,"That was a lot. A lot, a lot. I felt depressingly pot committed by the end of it. I do admire how much work was put into the task by its creator, though. Such incredible attention to detail. This must have taken FOREVER to create. My apologies for not being smart enough to figure things out like I wish I could have.  ",5d100e740277ff00152f7562,Flowcharts,[1],91353,1,1,"[1, 2]",207534,1,0,[1],212124,1,1,[-1],233392,1,1,[2],242527,1,1,"[2, 4, 5, 8, 10, 11, 13, 14, 17, 20, 22, 23, 26]",656813,1,0,0,0,1,0,0,0,1,1,1
103,90,2020-08-17 18:48:26,2020-08-17 20:27:33,5947,1,7,1,I opened up the program windows and put them side by side to compare,It was nice to do a side by side comparison. I wish the main screen would have had all  the list instead,2,6,1,I opened the program windows and checked for all the times it said 'asleep' and made sure it said the camera would be on.,it'd be nicer to be able to highlight key words in colors for easy searching,3,5,2,I tried to compare to see if the ac ever said it was off while either one was home.,It was good to compare each program by opening their windows and putting them next to eachother,5,2,5,I tried to go through each program list and step and make sure there was only one window open in the end. ,It was hard to analyze each step because all the different windows were not in order.,3,1,4,I went through and saw if there was a part for each program that said that the roomba would never turn on if the window and tv were on and open,It was easy to see if the window was prioritized as being open when the tv was on by the clear statement that the roomba would never turn on.,1,7,1,I clicked on the pull down tab and it just straight forward said if it would do exactally what the task demanded,It told me exactly yes or no if the program would do what was needed.,"First I would look to see if the goal was clearly defined in the main page. If there wasn't a clear explanation then I would click on the program button to open up the separate window. I would scan each set of if, then, commands to see if it was what I needed. I would sometimes place program windows next to each other to compare.",I found the statements of if things would never happen to be easiest to understand. It was nice that 'never' was highlighted in a different color.,Not being able to search for a term and highlight it was unhelpful,"Whenever a program had many steps it was confusing if it didn't start with the same step like the windows one. It would have been nicer if all the commands that started with the bathroom window were grouped together, then the kitchen, then the bedroom, instead of them being all scrambled up.",3,Sometimes the interface steps were very clearly stated and it was not necessary to open up the programs button.,6,11,7,12,7,12,8,12,7,12,2,2,,4,2,1,2,1,1,Google home mini,no,5b0594ff92e94c0001e20425,Property-Diff,[-1],3718,1,0,[1],7404,1,1,"[1, 2]",262893,1,0,[1],303865,1,0,"[1, 2]",488232,1,0,"[2, 5, 8, 11, 14, 17, 20, 26]",902560,1,0,1,1,1,1,0,1,1,1,1
104,91,2020-08-17 19:05:23,2020-08-17 20:31:31,5167,2,7,1,"Now of the program could run the situation, so both are invalid or won't apply to allies request",It was straight forward .,2,6,2,"From the interface given and situation available, the original program was to perform a given task if something occurred, from the previous situation,  it was so",Well I think wasl straight forward to understand.,2,7,1,"From what Alice want  and what the program could do, I noticed it was only program that work, every other program didn't work for that situation.",The design was straight forward.,2,7,1,"A little complicated, because base on Alice request two program could run through her requirement which 2 and 3",A little complicated,2,6,1,"Base on the situation and outcome, it met up to Alice requirements",It was quiet easy and straight forward so I could understand it.,3,6,2,The situation and programs didn't meet up to what Alice want because there was no available program to meet up Alice requirements.,It was a little complex ,"I make sure I read through the situation very clearly and scroll through each program to see which one could actually work with the situation,then I click on which that applies, and if none, I click on no of the above program could work with  the situation",Every part of the interface was helpful,"The part where it brings out my result,   its a little confusing","My result area, where it brings up the percentages.",2,Because  I could understand the interface Better which Made it easy because its is straight forward and clear and i could see only what I needed to see about  situation.,8,8,11,10,7,11,7,11,7,10,2,2,,5,1,2,1,1,1,Smart speaker,,5f21b29c670e5a104c77755d,Questions,[-1],48496,1,0,[],397842,1,0,[1],154291,1,1,[-1],156001,1,1,[2],187863,1,1,"[1, 2, 3]",304855,1,0,0,0,0,0,0,0,1,1,0
105,92,2020-08-17 19:23:47,2020-08-17 20:32:06,4098,1,1,1,"I arrived at the answer because, the Modified Program does not correspond to the Original Program.","I like the design of the interface because, it helped me by giving me instructions on what to do.",1,1,1,I arrived at my answer after checking out both Programs. The Modified Program does fit the Original Program.,The design of the interface is quite unique and very helpful. Helped me arrive at my answer because of the easy instructions i followed.,1,1,1,"I arrived at the answer because, both Program #1 and Program #2 points to the Original Program.","Very clear instructions and straight forward. I like the design of the interface because, it helped me while answering the questions, i am able to refer back to it for proper understanding.",4,1,1,I arrived at the answer that both Program #1 and Program #2 points to the Original Program. ,The interface is really helpful. i keep going back to it before answering the question.,1,1,1,"I arrived at my answer because, after going through the instructions and checking the all Programs, i feel Program #1 and Program #2 fits the Original Program.",The design of the interface is very easy to navigate.,4,1,1,"I arrived at the answer although i am not quite sure, but i followed the instructions on the task instruction interface.",The design of the interface is very clear and straight forward. Easily understood but kind of confusing a little.,"First, when i opened the interface, it loaded very fast. I went ahead to check out the Task Instructions before going to read and answer the questions. I also went to the Program bar to see which Program fits the Original Program in the Task Instructions.","The Task Instructions
The Programs",The whole interface was helpful to me. I did not find any that was least helpful.,"The interface was not confusing at all. Personally, i did not see anything confusing in it.",3,"Because, The Programs and the Interface gave me a clearer picture of the Task instructions and how to answer properly.",7,10,7,11,7,11,7,11,7,11,2,2,,5,2,2,2,2,1,"Smart TV
Amazon Echo",,5ef30cc24e4426012fcfe635,Rules,[-1],108991,1,0,[1],283086,1,1,"[1, 2]",184813,1,0,[1],175744,1,0,"[1, 2]",183301,1,0,"[1, 2]",117181,1,0,0,1,1,1,1,1,1,1,0
106,93,2020-08-17 19:33:18,2020-08-17 20:34:04,3645,1,2,2,The interface made it less confusing and very ,It totally showed me exactly what to and not to do,3,3,2,I noticed the pattern and tried to place the program in such a way that'd enable me to fix up your program,The design make it easier for me to choose the right program,2,3,1,I searched fora program that fulfills the command by turning of AC when Alice and Bobbie isn't at home,The layout was clear and easy to understand. i was able to select the best setup,2,2,2,i arrived at the answer by simply observing the problem. One window must be open,It help in selecting the right programs ,2,3,3,The program order fits well with the instruction,made easier to see the selected option. ,3,3,2,i Observed my position and the list of commend that'd enable me solve the problem without ,It helped in locating to the    best,The first thing i did was to click on the task description to read the instructions regarding the program. next i used the program task to select the right program that is fulfills the command. it was very easy to choose within a list of command as the design made it very possible and easy.,The program option,"None, i though all parts were important ",None,1,"The programs helps in bring clarity to the program, with it i was able to select the program that fits perfectly",7,11,7,12,6,12,8,12,6,12,2,2,,5,1,1,1,2,1,Alexa,,5e84f6b23b1cee0ccbec287c,Rules,[1],15338,1,1,[2],86639,1,0,[1],145798,1,1,[-1],204144,1,1,"[1, 2]",649147,1,0,[3],21479,1,0,0,0,0,0,0,0,1,1,0
107,94,2020-08-17 18:56:27,2020-08-17 20:35:38,5950,1,3,1,"I read through the task instructions and the program, I relayed the situation with the modified program to get an outcome.",The interface for task instruction and program made the task easier to work on.,3,4,3,I compared the original program to the modified program and also read through the task instruction to obtain my outcome.,The interface helped my ability to obtain an outcome.,2,4,2,I read through the task program and other programs to obtain an outcome for the situation.,The interface helped my ability to read through other programs and the situation to obtain outcome.,2,3,2,I read through the task instruction to select the best possible outcomes for the situation.,The interface helped in considering both the situation and the outcome of the program.,3,3,2,I read the situations and relayed it on the possible outcomes for the rules.,The interface for task instruction helped me to go through the situations and select possible outcomes.,4,2,2,"I read through the task instruction and the program, the outcomes doesn't match Alice goal as the situation is different from the outcomes.",The interface hindered my ability because it was confusing during the task.,I started out with the task instructions first to understand Alice goal in the situation. I read through the original and modified programs available on the task and compared my result with the task situation to obtain outcome for the given task.,The task instruction was very helpful to understand Alice goal in the task.,None. The interface in the given task was helpful.,The program interface had rules that didn't match the situation.,1,I relied on the program interface to help understand the goal of the task.,7,10,8,11,8,10,7,11,8,10,2,1,,5,1,2,2,2,1,Smart kitchen appliance,None,5edb70284dbf2e7f6c59c7b9,Questions,[1],250386,1,1,[],494291,1,0,"[1, 2]",179060,1,0,[1],152201,1,0,[2],358950,1,1,[14],610209,1,1,1,1,1,0,0,1,1,1,1
108,95,2020-08-17 19:31:42,2020-08-17 20:37:27,3944,3,1,3,"Seeing as nothing would change, it seemed the wisest option to select no.","It's simplicity in stating ""nothing"" helped",1,2,2,"The ideal program had to perform the exact same tasks as the former, which it didn't",It slightly made for easier inference,1,3,2,"The program's interface was a lot straightforward and drawing from my instruction, i was able to come to a decision",Made it straightforward,5,1,3,"This took some getting used to, but i selected based on the resultant opening of only one window","It did jumble my thoughts at the start, but clarity came later on",3,1,3,The ideal program had to never allow all be open at the same time and also never allow the roomba to be on when the TV is on and window open,It required some getting used to and i had to rack my brains a bit at the start,2,5,2,The fact that the second option didn't indicate any new outcome or action made this a fairly easy decision,It aided my choice a lot by simplifying actions,"First, i would look at the top left corner for the task instructions bar, then i would check the outlined programs and compare and contrast. For clarification, i would consult the programs to dictate instructions","The programs tab, the task instructions",The interface with its never and always format could be sometimes difficult to grasp,"The NEVER and ALWAYS, made lengthy tasks more difficult to decipher",2,"In all honesty, to save time. However it was of great help in times when i used it",8,8,8,10,7,11,10,10,7,8,2,1,,5,2,2,2,2,1,google home,A pleasure,5ef31b5c0e98d40242202012,Property-Diff,[-1],35403,1,0,[1],52853,1,1,"[1, 2]",608212,1,0,[-1],61531,1,1,[1],105165,1,0,[5],243958,1,0,0,0,0,0,0,0,1,1,1
109,96,2020-08-17 18:48:59,2020-08-17 20:38:25,6565,1,7,1,This was very easy to read and understand.  I found this process to be one that most people would do and understand.,The interface was simple and easy and it did not hinder my ability to answer the question.,4,3,3,"The key on this one is that the security camera has to be on when the door is locked, is unlocked, or when she is asleep.  The camera and program has to be on all the time because if the door is locked, or unlocked, that means 24 hours a day.  Both choices stated that "" the camera turns on"" for this task or that task.  The camera should always be on because of the locked and unlocked door.  It does not matter if she is sleeping because the door requires the security cameras to be on 24 hours a day.","This one was a little confusing as well.  I did figure it out, but you had to pay attention to detail.  The interface helped, but there were a lot of information to consider and believe some people would find this hard to understand.",1,7,1,"The air conditioner was not to be on while no one was home.  Bobbie wanted to use the air conditioner.  The only one that was right was number 2, this allowed the air conditioner to only be on when they were at home, that way Bobbie could enjoy the air.",The questions were very easy to follow and the interface help in finding the proper answer.  I also had no problems in finding the best solution to the problem.,4,3,3,"Wow, this one was kind of hard to decide on.  The key to answering this one was that all windows could be closed at once for a short time.  I did not see a time period of how long the windows were to be shut, so I decided that both program 1 and program 2 were both wrong.","I found that there were to many things in the interface and found the interface cluttered.  I believe that people would find this hard and very confusing when trying to program.  Most people are tired after work and do not want to think about decisions that take a lot of reading and reasoning.  I believe if a company had a product with this interface and the options just listed, would find it confusing to program.",1,6,1,"The key here is that she likes the fresh air and the window open and that this is the main priority.  Both options all stated that the window was not to be open, thus, making both possible answers wrong.","This one was fairly easy to figure out and the design of the interface did help explain things.  You did however have to be careful and watch for what was stated.  As long as you know what your looking for, this exercise was fairly easy and had not problems with it.",1,7,1,I first read what was needed in the task which was to not have all the devices on at once.  I chose number 1 because it stated that all the devices were not to be on at once as per instructions.  I clicked on the number one tab to select my answer.  Number 1 was also the only correct answer of all the answers possible.  I found this exercise to be fun and enjoyable.,I found that the design of the interface helped me locate the correct answer and had no problem with selecting the correct answer.,"The primary thing was to determine what task was needed.  You had to read the instructions very carefully.  I tried to find the key most important thing in the instructions and then scanned both choices to see if this key item was listed.  With out this key item, it would be wrong.  I would then check the second choice for this key item.  I would also review all the other items listed in both choices to be sure one was correct or if none were correct.",The simple lay out of the possibilities helped me a lot.  Taking each line and reading it carefully was important in establishing that the task I was looking for was correct on what I was to do.  The lay out did help on both possibilities as well.   ,"I liked that each part was itemized with a space or break before the next item in the list.  If it would have been bunched up all together, this would have made it much harder to understand.  I really enjoyed the exercise and enjoyed solving the problem to programming the desired in the list.","I found that when many things were added to the list, this sometimes really made the list confusing and hard to understand.  Keeping things simple and easy to understand is key on programming.  This would also keep customers happy with their device and at the end of it's service life, may come back for an updated newer version of their smart device.  The most important thing of all is to keep customers happy so thy will return and hopefully bring in friends and family as well! ",3,"I used the interface in the middle the most, but at times did used the green program button as well.  I found that having two choices is the best.",7,10,7,11,6,12,7,12,7,11,4,2,,5,2,2,2,2,2,,Thank you very much for this wonderful survey!  I truly enjoyed taking it.  I love surveys that really make you think and this one really made my day today!  I could tell you and your developers put in a lot of time creating this survey and again would like to thank you for your hard work.  To date I believe this is the best survey I have taken with Prolific.  I wish all the surveys stimulated the mind like this one did.  Have a wonderful day and good luck in all of your studies! ,5d2d0fb9f4b87b0001f0acff,Property-Diff,[1],55561,1,1,[1],205947,1,1,[2],197064,1,0,[-1],299354,1,1,[],318694,1,0,[],222769,1,0,1,0,1,0,0,0,1,1,0
111,97,2020-08-17 18:53:47,2020-08-17 20:44:20,6633,1,3,1,The modified task included the additional task needed.,Yes it was quite helpful in making decisions.,1,2,1,The modified task has the camera to record while she was awake but it was only needed when she is asleep or the door is open.,Yes very helpful.,1,2,1,The task required the AC to be turned on when either are home.,It was helpful for comparison.,1,1,1,Programme 1 has a task that might keep two windows open same time.,Yes it was quite helpful in comparing tasks.,1,3,1,The task required the TV to be kept on while fresh air is maintained. Then the Roomba is needed to be kept off.,Very helpful in making decisions.,2,2,1,Going through the original task comparing the and comparing what the modified tasks needed to be achieved.,The interface was quite helpful in comparing the task with each other.,"First, I would check the task required then check the original task.
Then i pick the task that meets the needed task from the list of modified tasks if it meets the operation.",The interface that compares tasks was the most helpful.,None.,The interface that has the list of all the tasks to be done.,3,Both were needed since I needed to know the task to achieve before picking the right task.,7,9,7,10,7,10,7,11,7,8,2,1,,5,2,2,2,2,1,Smart TV,Quite interesting to know a little about programming. ,5f0454e371d0606971efe99f,Property-Diff,[1],115568,1,1,[1],455463,1,1,[1],277615,1,1,[-1],715036,1,1,[1],573336,1,0,[14],369467,1,1,1,1,1,1,1,1,1,1,1
113,98,2020-08-17 19:06:04,2020-08-17 20:46:11,6006,2,3,1,I found that the modified program fits in the new requirements of Alice and also supports the original program.,The design of the interface was quite helpful.,2,1,2,I carefully studied the original program and the modified one to check for discrepancies before submitting my answers.I had to double check my answers  carefully.,The designs of the interface helped me a lot in answering my questions.,2,2,1,I had to put into careful consideration the requirement of the task.The task required the AC to be on when either parties were at home.,The design was very useful.,3,2,1,I considered the requirement of the task.,the design was very helpful.,2,3,1,The task required the smart TV and the windows to be on at the same time.program 14 fits all the requirement.,The interface was very helpful.,5,2,3,the task required all of the devices to be off when another device is on.,the interface helped greatly.,"First, i would look check for the Task requirements.Then i would proceed to check all the programs to check for the one that fits perfectly. In most cases, it could be either both the modified and the original program, or the modified program.",The task requirements.,All the task programs.,The interface that  has the list of all the tasks. It was quite confusing to compare all the task.,3,Both were needed because i needed to know the task requirements before making the right choice on the program to choose.,7,10,8,9,7,10,8,10,8,8,2,1,,5,2,2,2,2,1,Smart TV.,Quite interesting. It added to my knowledge of smart devices.,5f0e04b59d1d4a0f76477981,Rules,[1],292939,1,1,[],460298,1,0,[1],263006,1,1,[1],25004,1,0,[2],164094,1,1,[14],710001,1,1,1,1,0,1,1,1,1,1,1
114,99,2020-08-17 18:48:37,2020-08-17 20:49:33,7255,1,2,1,The modified program does exactly what the original program did and also added a new feature to turn off the water faucets if Alice is out if the bathroom while the faucet is running,It is easy to distinguish between the two programs quickly,2,1,3,By looking and comparing the original program and the modified one,It's well structured with a good layout which makes it easy and possible to determine the comparison between both programs,1,2,1,I compared the two modified programs from the original carefully by sitting each tadk by each program from the ither,The design is not bulgy to be able to distinguish each program,1,1,1,While sorting the programs I notice there are some tasks present in the original program which program 1 doesn't have,It helps to determine which program has not the feature if the original program easily,3,1,2,This task shows no original program only the 27 modified programs which is hard to distinguish,It's very hard to distinguish between each programs,7,1,6,I was unable to determine the correct modified program. Its too mentally demanding,It didn't help me so far. ,"I first of all sort out the objects involved. Then I assigned a number to each task, for example; open or or on is 1 while close or off is 2. Then I used the numbers to check which object has the number assigned to determine the tasks if each program easily",The pop out link which brings out the tasks if each program.,The drop down menu which has the lists of the programs,The table in the drop down menu while a program is selected,1,It's very easy to determine the difference in each program,7,10,7,11,6,12,6,12,6,12,2,2,,5,1,1,1,35,1,Amazon Echo family,,5f12b52b37d0f8224532155a,Rules,[1],165066,1,1,"[1, 2]",75309,1,0,"[1, 2]",98185,1,0,[1],193140,1,0,[2],519006,1,1,[],467355,1,0,0,0,0,1,1,0,1,1,0
